sep=; 
"codigo_nacional";"nombre";"site";"propietario";"latitud";"longitud";"altura_metros";"codigo_OMM";"codigo_OACI";"obs_meteorologicas";"region_meteo";"comuna";"provincia";"region"
340077;"Los Choapinos, Requinoa";"Los Choapinos, Requinoa";"Fundación para el Desarrollo Frutícola";-34.32305;-70.83472;375;NA;NA;19956;"Región de Del Libertador Gral. Bernardo O'Higgins";"Requinoa";"Cachapoal";"VI"
340093;"Portezuelo-Codelco";"Portezuelo-Codelco";"Dirección Meteorológica de Chile";-34.19833;-70.57917;1185;85610;NA;183242;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340098;"El Arenal";"El Arenal";"Instituto de Investigación Agropecuaria";-34.35583;-70.99139;266;NA;NA;52482;"Región de Del Libertador Gral. Bernardo O'Higgins";"Quinta de Tilcoco";"Cachapoal";"VI"
340102;"Hidango Automática INIA";"Hidango Automática INIA";"Instituto de Investigación Agropecuaria";-34.1125;-71.79722;296;NA;NA;54301;"Región de Del Libertador Gral. Bernardo O'Higgins";"Litueche";"Cardenal Caro";"VI"
340113;"El Tambo";"El Tambo";"Instituto de Investigación Agropecuaria";-34.47111;-70.98694;250;NA;NA;52948;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Vicente";"Cachapoal";"VI"
340115;"Pichilemu aeródromo";"Pichilemu aeródromo";"Dirección Meteorológica de Chile";-34.39417;-72.01861;25;85620;NA;125838;"Región de Del Libertador Gral. Bernardo O'Higgins";"Pichilemu";"Cardenal Caro";"VI"
340116;"Aeródromo de la Independencia";"Aeródromo de la Independencia";"Dirección Meteorológica de Chile";-34.16944;-70.77167;487;NA;NA;5857;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340117;"Las Cabras Sta Brisila";"Las Cabras Sta Brisila";"Fundación para el Desarrollo Frutícola";-34.29805;-71.32389;131;NA;NA;5232;"Región de Del Libertador Gral. Bernardo O'Higgins";"Las Cabras";"Cachapoal";"VI"
340119;"Olivar Olivar Alto";"Olivar Olivar Alto";"Fundación para el Desarrollo Frutícola";-34.20305;-70.82417;457;NA;NA;20059;"Región de Del Libertador Gral. Bernardo O'Higgins";"Olivar";"Cachapoal";"VI"
340120;"Graneros, Graneros Norte";"Graneros, Graneros Norte";"Fundación para el Desarrollo Frutícola";-34.06194;-70.705;499;NA;NA;19948;"Región de Del Libertador Gral. Bernardo O'Higgins";"Graneros";"Cachapoal";"VI"
340122;"Las Cabras, Rapel";"Las Cabras, Rapel";"Fundación para el Desarrollo Frutícola";-34.21667;-71.3;127;NA;NA;17404;"Región de Del Libertador Gral. Bernardo O'Higgins";"Las Cabras";"Cachapoal";"VI"
340124;"Chimbarongo";"Chimbarongo";"Fundación para el Desarrollo Frutícola";-34.67111;-71.03167;333;NA;NA;18990;"Región de Del Libertador Gral. Bernardo O'Higgins";"Chimbarongo";"Colchagua";"VI"
340125;"Codegua";"Codegua";"Fundación para el Desarrollo Frutícola";-34.11028;-70.65361;515;NA;NA;19933;"Región de Del Libertador Gral. Bernardo O'Higgins";"Codegua";"Cachapoal";"VI"
340126;"Placilla Chacarilla";"Placilla Chacarilla";"Fundación para el Desarrollo Frutícola";-34.64167;-71.13555;245;NA;NA;19865;"Región de Del Libertador Gral. Bernardo O'Higgins";"Placilla";"Colchagua";"VI"
340127;"Palmilla";"Palmilla";"Fundación para el Desarrollo Frutícola";-34.54667;-71.395;151;NA;NA;7451;"Región de Del Libertador Gral. Bernardo O'Higgins";"Palmilla";"Colchagua";"VI"
340128;"Nancagua 2";"Nancagua 2";"Fundación para el Desarrollo Frutícola";-34.66083;-71.28361;189;NA;NA;20044;"Región de Del Libertador Gral. Bernardo O'Higgins";"Nancagua";"Colchagua";"VI"
340129;"San Vicente TT";"San Vicente TT";"Fundación para el Desarrollo Frutícola";-34.45778;-71.05056;221;NA;NA;20064;"Región de Del Libertador Gral. Bernardo O'Higgins";"San Vicente";"Cachapoal";"VI"
340130;"Coltauco";"Coltauco";"Fundación para el Desarrollo Frutícola";-34.23778;-71.005;311;NA;NA;19944;"Región de Del Libertador Gral. Bernardo O'Higgins";"Coltauco";"Cachapoal";"VI"
340132;"Santa Cruz";"Santa Cruz";"Fundación para el Desarrollo Frutícola";-34.69083;-71.4;173;NA;NA;19928;"Región de Del Libertador Gral. Bernardo O'Higgins";"Santa Cruz";"Colchagua";"VI"
340133;"Lolol";"Lolol";"Fundación para el Desarrollo Frutícola";-34.71389;-71.62972;114;NA;NA;20036;"Región de Del Libertador Gral. Bernardo O'Higgins";"Lolol";"Colchagua";"VI"
340134;"La Estrella sur";"La Estrella sur";"Fundación para el Desarrollo Frutícola";-34.21389;-71.71611;286;NA;NA;643;"Región de Del Libertador Gral. Bernardo O'Higgins";"La Estrella";"Cardenal Caro";"VI"
340135;"La Estrella Norte";"La Estrella Norte";"Fundación para el Desarrollo Frutícola";-34.60639;-71.72833;149;NA;NA;19883;"Región de Del Libertador Gral. Bernardo O'Higgins";"La Estrella";"Cardenal Caro";"VI"
340136;"Marchigüe";"Marchigüe";"Fundación para el Desarrollo Frutícola";-34.40555;-71.60722;137;NA;NA;19923;"Región de Del Libertador Gral. Bernardo O'Higgins";"Marchihue";"Cardenal Caro";"VI"
340137;"Rancagua, Punta Cortes";"Rancagua, Punta Cortes";"Fundación para el Desarrollo Frutícola";-34.17389;-70.79389;484;NA;NA;603;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340902;"Rancagua, Radioestación F.A.CH.";"Rancagua, Radioestación F.A.CH.";"Dirección Meteorológica de Chile";-34.13333;-70.71667;500;NA;NA;10552;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340905;"El Porvenir fundo";"El Porvenir fundo";"Dirección Meteorológica de Chile";-34.08694;-70.6725;501;NA;NA;1341;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340906;"Paredones Vivero";"Paredones Vivero";"Dirección Meteorológica de Chile";-34.65;-71.90167;57;NA;NA;306;"Región de Del Libertador Gral. Bernardo O'Higgins";"Paredones";"Cardenal Caro";"VI"
340922;"Chacayes BRADEN";"Chacayes BRADEN";"Dirección Meteorológica de Chile";-34.2;-70.5;860;NA;NA;30;"Región de Del Libertador Gral. Bernardo O'Higgins";"Rancagua";"Cachapoal";"VI"
340023;"Llico, Reserva Laguna Torca";"Llico, Reserva Laguna Torca";"Dirección Meteorológica de Chile";-34.76722;-72.06528;36;NA;NA;11275;"Región de Del Maule";"Vichuquen";"Curico";"VII"
340026;"Teno Sendos";"Teno Sendos";"Dirección Meteorológica de Chile";-34.87222;-71.16167;298;NA;NA;6939;"Región de Del Maule";"Teno";"Curico";"VII"
340027;"Iloca Essam";"Iloca Essam";"Dirección Meteorológica de Chile";-34.95222;-72.18389;18;NA;NA;16588;"Región de Del Maule";"Licanten";"Curico";"VII"
340028;"Hualañe Sendos";"Hualañe Sendos";"Dirección Meteorológica de Chile";-34.9675;-71.83167;39;NA;NA;12703;"Región de Del Maule";"Hualane";"Curico";"VII"
340029;"El Romeral Essam";"El Romeral Essam";"Dirección Meteorológica de Chile";-34.96028;-71.12528;311;NA;NA;3287;"Región de Del Maule";"Romeral";"Curico";"VII"
340030;"Licantén Essam";"Licantén Essam";"Dirección Meteorológica de Chile";-34.98555;-71.98444;29;NA;NA;15984;"Región de Del Maule";"Licanten";"Curico";"VII"
340031;"General Freire, Curicó Ad.";"General Freire, Curicó Ad.";"Dirección Meteorológica de Chile";-34.96944;-71.21694;229;85629;NA;796205;"Región de Del Maule";"Curico";"Curico";"VII"
340138;"Vichuqén Rarin";"Vichuqén Rarin";"Fundación para el Desarrollo Frutícola";-34.76555;-71.95667;23;NA;NA;1175;"Región de Del Maule";"Vichuquen";"Curico";"VII"
340139;"Teno, Morza Norte";"Teno, Morza Norte";"Fundación para el Desarrollo Frutícola";-34.83528;-71.02417;311;NA;NA;8163;"Región de Del Maule";"Teno";"Curico";"VII"
340141;"Vichuquen";"Vichuquen";"Fundación para el Desarrollo Frutícola";-34.855;-72.02611;46;NA;NA;19917;"Región de Del Maule";"Vichuquen";"Curico";"VII"
340142;"Teno";"Teno";"Fundación para el Desarrollo Frutícola";-34.87889;-71.16528;0;NA;NA;19820;"Región de Del Maule";"Teno";"Curico";"VII"
340143;"Rauco";"Rauco";"Fundación para el Desarrollo Frutícola";-34.925;-71.28305;212;NA;NA;20016;"Región de Del Maule";"Rauco";"Curico";"VII"
340144;"Curicó Tutuquén";"Curicó Tutuquén";"Fundación para el Desarrollo Frutícola";-34.96167;-71.31583;183;NA;NA;7455;"Región de Del Maule";"Curico";"Curico";"VII"
350001;"Los Queñes Retén";"Los Queñes Retén";"Dirección Meteorológica de Chile";-34.99972;-70.81139;673;NA;NA;7425;"Región de Del Maule";"Teno";"Curico";"VII"
350002;"Curepto Essam";"Curepto Essam";"Dirección Meteorológica de Chile";-35.09667;-72.06194;60;NA;NA;21912;"Región de Del Maule";"Curepto";"Talca";"VII"
350003;"Molina escuela agrícola";"Molina escuela agrícola";"Dirección Meteorológica de Chile";-35.11361;-71.28417;253;NA;NA;2954;"Región de Del Maule";"Molina";"Curico";"VII"
350004;"Constitución G.M.";"Constitución G.M.";"Dirección Meteorológica de Chile";-35.33333;-72.43333;7;NA;NA;8036;"Región de Del Maule";"Constitucion";"Talca";"VII"
350005;"San Luis de Talca";"San Luis de Talca";"Dirección Meteorológica de Chile";-35.43055;-71.65722;106;NA;NA;8170;"Región de Del Maule";"Talca";"Talca";"VII"
350006;"Nirivilo retén";"Nirivilo retén";"Dirección Meteorológica de Chile";-35.54333;-72.09444;210;NA;NA;3652;"Región de Del Maule";"San Javier";"Linares";"VII"
350007;"Punta Carranza faro";"Punta Carranza faro";"Dirección Meteorológica de Chile";-35.56083;-72.61805;21;85648;NA;8967;"Región de Del Maule";"Chanco";"Cauquenes";"VII"
350008;"San Javier Particular";"San Javier Particular";"Dirección Meteorológica de Chile";-35.5975;-71.73889;93;NA;NA;19722;"Región de Del Maule";"San Javier";"Linares";"VII"
350009;"El Carmen de Chanco";"El Carmen de Chanco";"Dirección Meteorológica de Chile";-35.70889;-72.54611;56;NA;NA;4722;"Región de Del Maule";"Chanco";"Cauquenes";"VII"
350010;"Chanco Sendos";"Chanco Sendos";"Dirección Meteorológica de Chile";-35.73305;-72.53361;58;NA;NA;1461;"Región de Del Maule";"Chanco";"Cauquenes";"VII"
350011;"Santa Marina de Putagán";"Santa Marina de Putagán";"Dirección Meteorológica de Chile";-35.75306;-71.63139;140;NA;NA;4104;"Región de Del Maule";"Villa Alegre";"Linares";"VII"
350012;"Yerbas Buenas Liceo Agrícola (FDF)";"Yerbas Buenas Liceo Agrícola (FDF)";"Fundación para el Desarrollo Frutícola";-35.74722;-71.58222;156;85633;NA;32316;"Región de Del Maule";"Yerbas Buenas";"Linares";"VII"
350014;"Achibueno retén";"Achibueno retén";"Dirección Meteorológica de Chile";-36.05361;-71.40167;375;NA;NA;3652;"Región de Del Maule";"Longavi";"Linares";"VII"
350015;"Don Bosco Linares Escuela Agrícola";"Don Bosco Linares Escuela Agrícola";"Dirección Meteorológica de Chile";-35.85222;-71.58139;170;NA;NA;2800;"Región de Del Maule";"Linares";"Linares";"VII"
350016;"Linares Sendos";"Linares Sendos";"Dirección Meteorológica de Chile";-35.85667;-71.57528;174;NA;NA;7304;"Región de Del Maule";"Linares";"Linares";"VII"
350017;"Villa Longaví";"Villa Longaví";"Dirección Meteorológica de Chile";-35.96639;-71.68861;153;NA;NA;20696;"Región de Del Maule";"Longavi";"Linares";"VII"
350018;"Cauquenes Essam";"Cauquenes Essam";"Dirección Meteorológica de Chile";-35.97222;-72.3325;150;NA;NA;21618;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
350020;"Embalse Tutuven";"Embalse Tutuven";"Dirección de General de Aguas";-35.89639;-72.38;175;NA;NA;730;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
350021;"Cauquenes I.N.I.A.";"Cauquenes I.N.I.A.";"Instituto de Investigación Agropecuaria";-35.95611;-72.29;162;NA;NA;64407;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
350023;"Litu fundo";"Litu fundo";"Dirección Meteorológica de Chile";-35.24361;-71.70139;97;NA;NA;1998;"Región de Del Maule";"Talca";"Talca";"VII"
350028;"Panguilemo";"Panguilemo";"Dirección Meteorológica de Chile";-35.37778;-71.60111;119;85631;NA;248838;"Región de Del Maule";"Pelarco";"Talca";"VII"
350050;"Talca Universidad Autónoma de Chile - Radiación UV.";"Talca Universidad Autónoma de Chile - Radiación UV.";"Dirección Meteorológica de Chile";-35.41972;-71.66944;100;NA;NA;490759;"Región de Del Maule";"Talca";"Talca";"VII"
350064;"San Clemente";"San Clemente";"Instituto de Investigación Agropecuaria";-35.53055;-71.47944;221;NA;NA;54247;"Región de Del Maule";"San Clemente";"Talca";"VII"
350070;"Chanco INIA";"Chanco INIA";"Instituto de Investigación Agropecuaria";-35.70667;-72.51139;60;NA;NA;54033;"Región de Del Maule";"Chanco";"Cauquenes";"VII"
350073;"Santa Amada";"Santa Amada";"Instituto de Investigación Agropecuaria";-35.76083;-71.57417;150;NA;NA;54304;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
350078;"Santa Sofia";"Santa Sofia";"Instituto de Investigación Agropecuaria";-35.97778;-72.36;151;NA;NA;54299;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
350080;"Molina Lontue";"Molina Lontue";"Fundación para el Desarrollo Frutícola";-35.04972;-71.24805;233;NA;NA;19881;"Región de Del Maule";"Molina";"Curico";"VII"
350081;"Molina, Tres Esquinas";"Molina, Tres Esquinas";"Fundación para el Desarrollo Frutícola";-35.14472;-71.21611;316;NA;NA;19028;"Región de Del Maule";"Molina";"Curico";"VII"
350082;"San Rafael";"San Rafael";"Fundación para el Desarrollo Frutícola";-35.30389;-71.47583;158;NA;NA;19918;"Región de Del Maule";"San Rafael";"Talca";"VII"
350083;"Pencahue";"Pencahue";"Fundación para el Desarrollo Frutícola";-35.45583;-71.77222;71;NA;NA;15884;"Región de Del Maule";"Pencahue";"Talca";"VII"
350084;"San Clemente Las Lomillas-San Clemente";"San Clemente Las Lomillas-San Clemente";"Fundación para el Desarrollo Frutícola";-35.54167;-71.31833;345;NA;NA;19942;"Región de Del Maule";"San Clemente";"Talca";"VII"
350085;"San Javier";"San Javier";"Fundación para el Desarrollo Frutícola";-35.63;-71.60389;170;NA;NA;7397;"Región de Del Maule";"San Javier";"Linares";"VII"
350086;"Yerbas Buenas, Yerbas Buenas 2";"Yerbas Buenas, Yerbas Buenas 2";"Fundación para el Desarrollo Frutícola";-35.57667;-71.55389;184;NA;NA;7449;"Región de Del Maule";"Yerbas Buenas";"Linares";"VII"
350087;"San Javier, Maule";"San Javier, Maule";"Fundación para el Desarrollo Frutícola";-35.57667;-71.67889;119;NA;NA;14547;"Región de Del Maule";"San Javier";"Linares";"VII"
350088;"Colbun";"Colbun";"Fundación para el Desarrollo Frutícola";-35.6625;-71.45361;250;NA;NA;19517;"Región de Del Maule";"Colbun";"Linares";"VII"
350089;"San Javier Villa Alegre";"San Javier Villa Alegre";"Fundación para el Desarrollo Frutícola";-35.69611;-71.68222;128;NA;NA;19892;"Región de Del Maule";"San Javier";"Linares";"VII"
350090;"Longaví, Linares 2";"Longaví, Linares 2";"Fundación para el Desarrollo Frutícola";-35.93222;-71.56694;196;NA;NA;19178;"Región de Del Maule";"Longavi";"Linares";"VII"
350091;"Linares, Miraflores";"Linares, Miraflores";"Fundación para el Desarrollo Frutícola";-35.91805;-71.61333;172;NA;NA;19942;"Región de Del Maule";"Linares";"Linares";"VII"
350093;"Parral Campanacura";"Parral Campanacura";"Fundación para el Desarrollo Frutícola";-35.97389;-71.02778;133;NA;NA;19857;"Región de Del Maule";"Parral";"Linares";"VII"
350902;"Panimávida";"Panimávida";"Dirección Meteorológica de Chile";-35.7625;-71.4175;209;85653;NA;365;"Región de Del Maule";"Colbun";"Linares";"VII"
350906;"Talca regimiento";"Talca regimiento";"Dirección Meteorológica de Chile";-35.4225;-71.66555;104;NA;NA;365;"Región de Del Maule";"Talca";"Talca";"VII"
350909;"Linares F.A.C.H.";"Linares F.A.C.H.";"Dirección Meteorológica de Chile";-35.86167;-71.54972;185;85657;NA;1826;"Región de Del Maule";"Linares";"Linares";"VII"
360001;"Quella retén";"Quella retén";"Dirección de General de Aguas";-36.05722;-72.10028;135;NA;NA;4018;"Región de Del Maule";"Parral";"Linares";"VII"
360002;"Parral Sendos";"Parral Sendos";"Dirección Meteorológica de Chile";-36.15083;-71.81972;182;NA;NA;7304;"Región de Del Maule";"Parral";"Linares";"VII"
360003;"Retiro Bureo";"Retiro Bureo";"Dirección Meteorológica de Chile";-35.86667;-71.83333;110;NA;NA;5843;"Región de Del Maule";"Parral";"Linares";"VII"
360004;"Campamento Cuatro";"Campamento Cuatro";"Dirección Meteorológica de Chile";-36.2;-71.81667;180;NA;NA;2191;"Región de Del Maule";"Parral";"Linares";"VII"
360005;"Perquilauquen";"Perquilauquen";"Dirección Meteorológica de Chile";-36.23417;-71.96861;157;NA;NA;10660;"Región de Del Maule";"Parral";"Linares";"VII"
360006;"Digua Embalse";"Digua Embalse";"Dirección Meteorológica de Chile";-36.25694;-71.54833;399;NA;NA;30512;"Región de Del Maule";"Parral";"Linares";"VII"
360007;"Embalse Bullilleo";"Embalse Bullilleo";"Dirección Meteorológica de Chile";-36.28917;-71.41611;636;NA;NA;16620;"Región de Del Maule";"Parral";"Linares";"VII"
360043;"Parral (FDF)";"Parral (FDF)";"Fundación para el Desarrollo Frutícola";-36.21333;-71.7375;213;85638;NA;19887;"Región de Del Maule";"Parral";"Linares";"VII"
360047;"Retiro Copihue";"Retiro Copihue";"Dirección Meteorológica de Chile";-36.07555;-71.75805;162;85663;NA;162805;"Región de Del Maule";"Retiro, VII region";"Linares";"VII"
360049;"Coronel de Maule";"Coronel de Maule";"Instituto de Investigación Agropecuaria";-36.05917;-72.47778;172;NA;NA;52380;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
360050;"Los Despachos";"Los Despachos";"Instituto de Investigación Agropecuaria";-36.06222;-72.37139;167;NA;NA;53564;"Región de Del Maule";"Cauquenes";"Cauquenes";"VII"
360055;"Monte Flor-Tucapel";"Monte Flor-Tucapel";"Instituto de Investigación Agropecuaria";-36.24472;-71.93417;548;NA;NA;54255;"Región de Del Maule";"Parral";"Linares";"VII"
360008;"San Carlos Sendos";"San Carlos Sendos";"Dirección Meteorológica de Chile";-36.42944;-71.94861;187;NA;NA;6574;"Región de De Ñuble";"San Carlos";"Punilla";"VII"
360009;"San Nicolás retén";"San Nicolás retén";"Dirección Meteorológica de Chile";-36.50222;-72.21361;96;NA;NA;2556;"Región de De Ñuble";"San Nicolas";"Punilla";"VII"
360010;"San Fabián de alico subcomisaría";"San Fabián de alico subcomisaría";"Dirección Meteorológica de Chile";-36.56;-71.54861;472;NA;NA;6574;"Región de De Ñuble";"San Fabian";"Punilla";"VII"
360011;"General Bernardo O'Higgins, Chillán Ad.";"General Bernardo O'Higgins, Chillán Ad.";"Dirección Meteorológica de Chile";-36.58583;-72.03667;155;85672;NA;600998;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360014;"San Ignacio de Palomares";"San Ignacio de Palomares";"Dirección Meteorológica de Chile";-36.62528;-72.60333;74;NA;NA;27869;"Región de De Ñuble";"Ranquil";"Itata";"VII"
360018;"Bulnes Sendos";"Bulnes Sendos";"Dirección Meteorológica de Chile";-36.74139;-72.295;92;NA;NA;6939;"Región de De Ñuble";"Bulnes";"Diguillin";"VII"
360025;"Pemuco tenencia";"Pemuco tenencia";"Dirección Meteorológica de Chile";-36.97667;-72.09889;199;NA;NA;2556;"Región de De Ñuble";"Pemuco";"Diguillin";"VII"
360027;"Santa Rosa de Cato";"Santa Rosa de Cato";"Dirección Meteorológica de Chile";-36.54055;-71.95833;178;NA;NA;1885;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360028;"Coelemu retén";"Coelemu retén";"Dirección Meteorológica de Chile";-36.48639;-72.70028;36;NA;NA;1461;"Región de De Ñuble";"Coelemu";"Itata";"VII"
360029;"Coelemu SENDOS";"Coelemu SENDOS";"Dirección Meteorológica de Chile";-36.49194;-72.69889;80;NA;NA;1460;"Región de De Ñuble";"Coelemu";"Itata";"VII"
360032;"Instituto Profesional Adventista Chillán";"Instituto Profesional Adventista Chillán";"Dirección Meteorológica de Chile";-36.63806;-71.9975;193;NA;NA;2250;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360034;"Pinto Municipalidad";"Pinto Municipalidad";"Dirección Meteorológica de Chile";-36.70389;-71.89389;302;NA;NA;9045;"Región de De Ñuble";"Pinto";"Diguillin";"VII"
360042;"Termas de Chillán";"Termas de Chillán";"Dirección Meteorológica de Chile";-36.90361;-71.41;1708;85671;NA;385956;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360045;"Chillán Quinchamalí";"Chillán Quinchamalí";"Dirección Meteorológica de Chile";-36.62083;-72.3625;50;85670;NA;194881;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360046;"Chillán Mayulermo";"Chillán Mayulermo";NA;-36.82805;-71.86694;397;85673;NA;201301;"Región de De Ñuble";"San Ignacio";"Diguillin";"VII"
360060;"CE arroz";"CE arroz";"Instituto de Investigación Agropecuaria";-36.40917;-72.00667;162;NA;NA;51225;"Región de De Ñuble";"San Carlos";"Punilla";"VII"
360062;"Portezuelo";"Portezuelo";"Instituto de Investigación Agropecuaria";-36.53194;-72.36833;109;NA;NA;54122;"Región de De Ñuble";"Portezuelo";"Itata";"VII"
360063;"Sta. Rosa";"Sta. Rosa";"Instituto de Investigación Agropecuaria";-36.53528;-71.91639;194;NA;NA;52612;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360068;"Nueva Aldea";"Nueva Aldea";"Instituto de Investigación Agropecuaria";-36.64889;-72.51361;82;NA;NA;54047;"Región de De Ñuble";"Portezuelo";"Itata";"VII"
360075;"Navidad";"Navidad-El Carmen";"Instituto de Investigación Agropecuaria";-36.90722;-71.93555;314;NA;NA;53387;"Región de De Ñuble";"El Carmen";"Diguillin";"VII"
360082;"El Carmen Ñiquen";"El Carmen Ñiquen";"Fundación para el Desarrollo Frutícola";-36.29361;-71.88805;171;NA;NA;17342;"Región de De Ñuble";"El Carmen";"Diguillin";"VII"
360083;"San Nicolas";"San Nicolas";"Fundación para el Desarrollo Frutícola";-36.51778;-72.09472;129;NA;NA;20040;"Región de De Ñuble";"San Nicolas";"Punilla";"VII"
360084;"Coihueco";"Coihueco";"Fundación para el Desarrollo Frutícola";-36.55722;-71.81722;228;NA;NA;7376;"Región de De Ñuble";"Coihueco";"Punilla";"VII"
360085;"Chillan Los Colihues";"Chillan Los Colihues";"Fundación para el Desarrollo Frutícola";-36.63;-71.8925;86;NA;NA;19969;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
360087;"Bulnes";"Bulnes";"Fundación para el Desarrollo Frutícola";-36.73555;-72.36694;76;NA;NA;19894;"Región de De Ñuble";"Bulnes";"Diguillin";"VII"
360089;"San Ignacio Pinto";"San Ignacio Pinto";"Fundación para el Desarrollo Frutícola";-36.84361;-72.12472;187;NA;NA;14045;"Región de De Ñuble";"San Ignacio";"Diguillin";"VII"
360946;"Digullín embalse, Chillán";"Digullín embalse, Chillán";"Dirección Meteorológica de Chile";-36.8;-71.88333;800;NA;NA;63;"Región de De Ñuble";"Chillan";"Diguillin";"VII"
370044;"Yungay";"Yungay";"Instituto de Investigación Agropecuaria";-37.14139;-72.01167;265;NA;NA;51576;"Región de De Ñuble";"Yungay";"Diguillin";"VII"
360012;"Bellavista Tomé";"Bellavista Tomé";"Dirección Meteorológica de Chile";-36.63833;-72.94778;49;NA;NA;3956;"Región de Del Biobío";"Tome";"Concepcion";"VII"
360013;"Punta Tumbes faro";"Punta Tumbes faro";"Dirección Meteorológica de Chile";-36.61639;-73.11583;88;85677;NA;4627;"Región de Del Biobío";"Talcahuano";"Concepcion";"VII"
360015;"Isla Quiriquina faro";"Isla Quiriquina faro";"Dirección Meteorológica de Chile";-36.61055;-73.05139;84;85679;NA;4462;"Región de Del Biobío";"Talcahuano";"Concepcion";"VII"
360016;"Isla Santa María";"Isla Santa María";"Dirección Meteorológica de Chile";-36.98583;-73.53556;75;85690;NA;4231;"Región de Del Biobío";"Lota";"Concepcion";"VII"
360017;"Talcahuano (D.O.C.A.)";"Talcahuano (D.O.C.A.)";"Dirección Meteorológica de Chile";-36.71667;-73.11667;64;NA;NA;3287;"Región de Del Biobío";"Talcahuano";"Concepcion";"VII"
360019;"Carriel Sur, Concepción Ap.";"Carriel Sur, Concepción Ap.";"Dirección Meteorológica de Chile";-36.78055;-73.06639;13;85682;NA;1200946;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360020;"Punta Hualpén faro";"Punta Hualpén faro";"Dirección Meteorológica de Chile";-36.74806;-73.19056;45;NA;NA;7304;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360021;"Bellavista, Universidad de Concepción";"Bellavista, Universidad de Concepción";"Dirección Meteorológica de Chile";-36.82444;-73.03944;28;NA;NA;3652;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360022;"Cerro Caracol";"Cerro Caracol";"Dirección Meteorológica de Chile";-36.83472;-73.04639;68;NA;NA;19596;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360023;"Nonguén Essbio";"Nonguén Essbio";"Dirección Meteorológica de Chile";-36.87722;-72.99361;136;NA;NA;21416;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360024;"Chiguayante Essbio";"Chiguayante Essbio";"Dirección Meteorológica de Chile";-36.92944;-73.02667;39;NA;NA;16583;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
360026;"Hualqui Sendos";"Hualqui Sendos";"Dirección Meteorológica de Chile";-36.97611;-72.94444;27;NA;NA;15405;"Región de Del Biobío";"Hualqui";"Concepcion";"VII"
360069;"Punta Parra";"Punta Parra";"Instituto de Investigación Agropecuaria";-36.6725;-72.96472;190;NA;NA;49833;"Región de Del Biobío";"Tome";"Concepcion";"VII"
360076;"Chiguayante";"Chiguayante";"Instituto de Investigación Agropecuaria";-36.91361;-73.03556;23;NA;NA;52443;"Región de Del Biobío";"Chiguayante";"Concepcion";"VII"
360081;"Cobquecura";"Cobquecura";"Fundación para el Desarrollo Frutícola";-36.12444;-72.79528;11;NA;NA;19899;"Región de Del Biobío";"Lebu";"Arauco";"VII"
360902;"Talcahuano radioestación";"Talcahuano radioestación";"Dirección Meteorológica de Chile";-36.71667;-73.11667;84;NA;NA;181;"Región de Del Biobío";"Talcahuano";"Concepcion";"VII"
360905;"Hualpencillo";"Hualpencillo";"Dirección Meteorológica de Chile";-36.78167;-73.05944;30;85683;NA;51606;"Región de Del Biobío";"Concepcion";"Concepcion";"VII"
370001;"Cabrero Essbio";"Cabrero Essbio";"Dirección Meteorológica de Chile";-37.035;-72.40278;130;NA;NA;17772;"Región de Del Biobío";"Cabrero";"Biobio";"VII"
370002;"Coronel Sendos";"Coronel Sendos";"Dirección Meteorológica de Chile";-37.03361;-73.14056;12;NA;NA;1461;"Región de Del Biobío";"Coronel";"Concepcion";"VII"
370003;"Lota Estanques";"Lota Estanques";"Dirección Meteorológica de Chile";-37.09194;-73.15472;20;NA;NA;3287;"Región de Del Biobío";"Lota";"Concepcion";"VII"
370004;"San Cristobal fundo";"San Cristobal fundo";"Dirección Meteorológica de Chile";-37.1675;-72.58861;87;NA;NA;19082;"Región de Del Biobío";"San Rosendo";"Biobio";"VII"
